advisor_id,advisor_name,channel,archetype_id,archetype_name,risk_tolerance,turnover,flow_persistence,tenure_band,household_count,aum,gross_sales_bias,redemption_sensitivity
ADV0743,Advisor 0743,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,211,280511207.38,1.05,0.95
ADV0076,Advisor 0076,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,253,280504883.75,1.15,0.9
ADV0289,Advisor 0289,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,205,278151295.47,1.15,0.9
ADV0497,Advisor 0497,private_bank,active_trader,Active Trader,high,high,low,emerging,133,277991454.09,1.25,1.15
ADV0505,Advisor 0505,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,287,276259281.63,1.15,0.9
ADV0355,Advisor 0355,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,191,274971233.23,1.15,0.9
ADV0016,Advisor 0016,ria,conservative_income,Conservative Income,low,low,high,tenured,237,274913683.93,0.85,1.2
ADV0517,Advisor 0517,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,225,272502430.77,1.15,0.9
ADV0585,Advisor 0585,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,199,272303641.06,1.0,1.0
ADV0758,Advisor 0758,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,169,271855367.81,0.95,1.05
ADV0240,Advisor 0240,private_bank,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,143,271689285.54,1.05,0.95
ADV0628,Advisor 0628,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,192,270786086.36,1.15,0.9
ADV0741,Advisor 0741,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,225,270095787.15,1.15,0.9
ADV0880,Advisor 0880,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,222,269199086.06,1.05,0.95
ADV0406,Advisor 0406,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,226,268477152.53,0.85,1.2
ADV0889,Advisor 0889,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,167,268005171.69,1.0,1.0
ADV0980,Advisor 0980,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,242,264673081.81,1.05,0.95
ADV0171,Advisor 0171,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,218,263991947.52,1.0,1.0
ADV0245,Advisor 0245,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,184,263694607.33,1.0,1.0
ADV0194,Advisor 0194,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,163,263294692.26,1.0,1.0
ADV0028,Advisor 0028,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,204,262677267.23,0.85,1.2
ADV0351,Advisor 0351,ria,balanced_planner,Balanced Planner,medium,low,high,established,191,262284033.95,1.0,1.0
ADV0578,Advisor 0578,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,244,261667321.73,0.85,1.2
ADV0403,Advisor 0403,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,267,261420915.59,1.15,0.9
ADV0657,Advisor 0657,wirehouse,conservative_income,Conservative Income,low,low,high,established,165,261337086.98,0.85,1.2
ADV0852,Advisor 0852,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,256,260957522.72,1.15,0.9
ADV0832,Advisor 0832,ria,conservative_income,Conservative Income,low,low,high,tenured,228,260921179.81,0.85,1.2
ADV0383,Advisor 0383,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,172,260919598.16,1.15,0.9
ADV0089,Advisor 0089,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,183,260793470.87,1.15,0.9
ADV0489,Advisor 0489,wirehouse,conservative_income,Conservative Income,low,low,high,established,172,259929675.94,0.85,1.2
ADV0059,Advisor 0059,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,332,259752386.4,1.0,1.0
ADV0798,Advisor 0798,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,170,259250396.74,1.15,0.9
ADV0510,Advisor 0510,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,248,258185108.43,1.0,1.0
ADV0401,Advisor 0401,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,161,258100577.2,1.0,1.0
ADV0920,Advisor 0920,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,253,257861120.56,1.0,1.0
ADV0375,Advisor 0375,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,191,257601125.92,1.15,0.9
ADV0708,Advisor 0708,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,198,255961926.98,1.15,0.9
ADV0129,Advisor 0129,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,159,255531078.61,0.85,1.2
ADV0062,Advisor 0062,private_bank,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,123,254662862.71,0.95,1.05
ADV0813,Advisor 0813,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,245,254529826.07,1.15,0.9
ADV0214,Advisor 0214,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,255,254199179.99,1.15,0.9
ADV0558,Advisor 0558,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,203,253775442.54,1.05,0.95
ADV0094,Advisor 0094,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,207,252891139.49,0.85,1.2
ADV0354,Advisor 0354,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,221,252880467.24,1.05,0.95
ADV0583,Advisor 0583,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,231,252301405.77,0.85,1.2
ADV0560,Advisor 0560,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,243,249795795.58,0.95,1.05
ADV0119,Advisor 0119,wirehouse,active_trader,Active Trader,high,high,low,tenured,190,248397846.28,1.25,1.15
ADV0842,Advisor 0842,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,236,247310962.97,1.0,1.0
ADV0803,Advisor 0803,private_bank,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,124,246998040.96,1.05,0.95
ADV0622,Advisor 0622,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,159,246656109.7,1.15,0.9
ADV0106,Advisor 0106,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,169,246073791.77,1.0,1.0
ADV0296,Advisor 0296,private_bank,balanced_planner,Balanced Planner,medium,low,high,emerging,94,243616744.91,1.0,1.0
ADV0794,Advisor 0794,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,176,243457661.94,1.0,1.0
ADV0546,Advisor 0546,ria,conservative_income,Conservative Income,low,low,high,tenured,189,242634388.33,0.85,1.2
ADV0413,Advisor 0413,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,139,242428072.24,1.0,1.0
ADV0310,Advisor 0310,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,227,241814346.14,0.85,1.2
ADV0393,Advisor 0393,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,155,241399828.82,1.0,1.0
ADV0936,Advisor 0936,ria,balanced_planner,Balanced Planner,medium,low,high,established,166,241052213.49,1.0,1.0
ADV0180,Advisor 0180,ria,conservative_income,Conservative Income,low,low,high,tenured,175,240942542.71,0.85,1.2
ADV0458,Advisor 0458,independent_broker_dealer,active_trader,Active Trader,high,high,low,established,190,240569709.04,1.25,1.15
ADV0364,Advisor 0364,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,212,239791040.0,0.85,1.2
ADV0848,Advisor 0848,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,157,239308047.13,0.85,1.2
ADV0575,Advisor 0575,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,122,238877296.43,1.15,0.9
ADV0502,Advisor 0502,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,153,238229831.61,0.95,1.05
ADV0208,Advisor 0208,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,218,237537031.98,1.0,1.0
ADV0639,Advisor 0639,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,233,235632718.99,1.15,0.9
ADV0178,Advisor 0178,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,173,235366814.2,0.85,1.2
ADV0917,Advisor 0917,private_bank,conservative_income,Conservative Income,low,low,high,emerging,91,235299074.39,0.85,1.2
ADV0003,Advisor 0003,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,168,235258107.78,1.05,0.95
ADV0032,Advisor 0032,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,136,235003581.68,1.15,0.9
ADV0074,Advisor 0074,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,153,234252563.0,1.0,1.0
ADV0993,Advisor 0993,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,165,234208116.22,1.0,1.0
ADV0659,Advisor 0659,ria,conservative_income,Conservative Income,low,low,high,established,161,233656107.96,0.85,1.2
ADV0641,Advisor 0641,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,187,232887140.39,1.15,0.9
ADV0551,Advisor 0551,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,143,231952521.06,1.15,0.9
ADV0241,Advisor 0241,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,135,231698699.04,0.95,1.05
ADV0250,Advisor 0250,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,162,231666984.16,1.0,1.0
ADV0671,Advisor 0671,ria,conservative_income,Conservative Income,low,low,high,established,158,231322705.37,0.85,1.2
ADV0124,Advisor 0124,ria,balanced_planner,Balanced Planner,medium,low,high,established,147,230890447.63,1.0,1.0
ADV0252,Advisor 0252,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,159,229510283.17,1.0,1.0
ADV0886,Advisor 0886,ria,active_trader,Active Trader,high,high,low,established,194,228764044.62,1.25,1.15
ADV0802,Advisor 0802,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,181,228469720.39,0.85,1.2
ADV0256,Advisor 0256,regional_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,218,228399430.62,1.05,0.95
ADV0995,Advisor 0995,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,184,227482769.03,1.15,0.9
ADV0770,Advisor 0770,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,204,227345724.59,1.15,0.9
ADV0055,Advisor 0055,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,206,225775104.26,1.0,1.0
ADV0500,Advisor 0500,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,155,224630510.64,1.15,0.9
ADV0141,Advisor 0141,wirehouse,active_trader,Active Trader,high,high,low,established,147,223474840.2,1.25,1.15
ADV0933,Advisor 0933,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,143,223434797.64,1.0,1.0
ADV0797,Advisor 0797,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,203,222814225.06,1.0,1.0
ADV0457,Advisor 0457,independent_broker_dealer,active_trader,Active Trader,high,high,low,emerging,165,222798846.85,1.25,1.15
ADV0188,Advisor 0188,wirehouse,conservative_income,Conservative Income,low,low,high,established,140,222026544.76,0.85,1.2
ADV0273,Advisor 0273,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,228,221605979.67,1.0,1.0
ADV0861,Advisor 0861,private_bank,balanced_planner,Balanced Planner,medium,low,high,tenured,116,220578237.46,1.0,1.0
ADV0008,Advisor 0008,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,151,220442456.71,1.0,1.0
ADV0363,Advisor 0363,wirehouse,active_trader,Active Trader,high,high,low,emerging,118,220339372.84,1.25,1.15
ADV0985,Advisor 0985,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,198,220205151.29,1.0,1.0
ADV0950,Advisor 0950,ria,active_trader,Active Trader,high,high,low,emerging,150,219955543.04,1.25,1.15
ADV0887,Advisor 0887,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,212,218090768.25,1.15,0.9
ADV0512,Advisor 0512,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,169,217517443.05,1.15,0.9
ADV0236,Advisor 0236,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,160,217343808.99,1.0,1.0
ADV0989,Advisor 0989,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,159,216133534.51,1.0,1.0
ADV0007,Advisor 0007,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,191,215803888.62,1.0,1.0
ADV0421,Advisor 0421,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,144,215164454.61,1.0,1.0
ADV0745,Advisor 0745,wirehouse,active_trader,Active Trader,high,high,low,established,125,213830288.22,1.25,1.15
ADV0801,Advisor 0801,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,143,213436468.79,0.85,1.2
ADV0819,Advisor 0819,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,emerging,181,213328233.77,1.0,1.0
ADV0910,Advisor 0910,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,196,212386942.39,0.85,1.2
ADV0464,Advisor 0464,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,152,212345600.43,1.05,0.95
ADV0501,Advisor 0501,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,158,212173414.26,1.0,1.0
ADV0232,Advisor 0232,wirehouse,conservative_income,Conservative Income,low,low,high,established,134,212007722.2,0.85,1.2
ADV0683,Advisor 0683,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,142,211896878.35,1.0,1.0
ADV0612,Advisor 0612,private_bank,active_trader,Active Trader,high,high,low,established,105,211616510.07,1.25,1.15
ADV0660,Advisor 0660,private_bank,active_trader,Active Trader,high,high,low,tenured,112,211573096.84,1.25,1.15
ADV0597,Advisor 0597,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,139,211351770.95,1.15,0.9
ADV0211,Advisor 0211,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,234,210878796.64,0.85,1.2
ADV0037,Advisor 0037,wirehouse,active_trader,Active Trader,high,high,low,tenured,155,210530001.76,1.25,1.15
ADV0420,Advisor 0420,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,194,209175308.04,1.15,0.9
ADV0160,Advisor 0160,ria,balanced_planner,Balanced Planner,medium,low,high,established,159,208256040.58,1.0,1.0
ADV0748,Advisor 0748,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,139,208015701.42,0.95,1.05
ADV0210,Advisor 0210,insurance_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,242,207275193.47,1.15,0.9
ADV0655,Advisor 0655,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,153,206985143.33,1.15,0.9
ADV0603,Advisor 0603,ria,balanced_planner,Balanced Planner,medium,low,high,established,157,206439141.55,1.0,1.0
ADV0540,Advisor 0540,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,193,206235675.37,1.0,1.0
ADV0358,Advisor 0358,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,187,205761069.48,0.95,1.05
ADV0193,Advisor 0193,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,153,205647471.65,1.0,1.0
ADV0692,Advisor 0692,independent_broker_dealer,active_trader,Active Trader,high,high,low,tenured,203,205054806.89,1.25,1.15
ADV0569,Advisor 0569,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,155,204238903.08,1.15,0.9
ADV0280,Advisor 0280,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,146,203477329.05,0.95,1.05
ADV0308,Advisor 0308,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,148,203108597.11,1.0,1.0
ADV0493,Advisor 0493,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,130,202298283.86,0.95,1.05
ADV0617,Advisor 0617,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,147,201853065.14,1.05,0.95
ADV0988,Advisor 0988,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,172,201235405.08,1.0,1.0
ADV0839,Advisor 0839,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,163,201182256.24,1.15,0.9
ADV0557,Advisor 0557,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,128,200542226.89,1.15,0.9
ADV0720,Advisor 0720,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,158,200394159.15,1.15,0.9
ADV0586,Advisor 0586,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,170,200011504.33,1.0,1.0
ADV0154,Advisor 0154,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,emerging,96,199806403.03,0.95,1.05
ADV0097,Advisor 0097,independent_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,tenured,188,199244531.49,1.05,0.95
ADV0318,Advisor 0318,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,173,199020392.81,1.0,1.0
ADV0231,Advisor 0231,wirehouse,conservative_income,Conservative Income,low,low,high,established,140,198044157.55,0.85,1.2
ADV0808,Advisor 0808,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,191,197711061.65,0.85,1.2
ADV0532,Advisor 0532,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,142,196903854.56,1.05,0.95
ADV0740,Advisor 0740,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,116,196370473.99,1.0,1.0
ADV0138,Advisor 0138,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,202,195388249.24,1.0,1.0
ADV0331,Advisor 0331,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,228,195379925.89,1.0,1.0
ADV0971,Advisor 0971,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,established,93,194449245.95,1.15,0.9
ADV0104,Advisor 0104,wirehouse,balanced_planner,Balanced Planner,medium,low,high,tenured,136,194110217.13,1.0,1.0
ADV0781,Advisor 0781,insurance_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,191,193777341.08,0.95,1.05
ADV0709,Advisor 0709,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,189,193730928.59,1.0,1.0
ADV0145,Advisor 0145,private_bank,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,105,192515716.49,0.95,1.05
ADV0254,Advisor 0254,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,131,192458721.22,1.05,0.95
ADV0827,Advisor 0827,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,established,142,192024190.96,1.15,0.9
ADV0246,Advisor 0246,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,192,191667097.78,0.85,1.2
ADV0635,Advisor 0635,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,190,191066085.8,1.15,0.9
ADV0205,Advisor 0205,regional_broker_dealer,active_trader,Active Trader,high,high,low,established,178,190311332.49,1.25,1.15
ADV0901,Advisor 0901,wirehouse,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,132,190125409.5,1.05,0.95
ADV0791,Advisor 0791,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,108,190104103.16,1.15,0.9
ADV0281,Advisor 0281,wirehouse,active_trader,Active Trader,high,high,low,tenured,125,189775299.16,1.25,1.15
ADV0282,Advisor 0282,wirehouse,balanced_planner,Balanced Planner,medium,low,high,established,133,189514483.86,1.0,1.0
ADV0549,Advisor 0549,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,113,188995203.19,1.15,0.9
ADV0483,Advisor 0483,private_bank,conservative_income,Conservative Income,low,low,high,established,95,188243783.99,0.85,1.2
ADV0423,Advisor 0423,wirehouse,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,128,187361426.52,1.15,0.9
ADV0098,Advisor 0098,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,156,186062912.4,0.85,1.2
ADV0648,Advisor 0648,independent_broker_dealer,active_trader,Active Trader,high,high,low,established,169,185846981.13,1.25,1.15
ADV0080,Advisor 0080,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,205,185045428.4,1.0,1.0
ADV0604,Advisor 0604,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,104,184453887.26,1.15,0.9
ADV0365,Advisor 0365,wirehouse,active_trader,Active Trader,high,high,low,established,138,184209080.38,1.25,1.15
ADV0054,Advisor 0054,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,165,183474205.22,1.15,0.9
ADV0875,Advisor 0875,wirehouse,conservative_income,Conservative Income,low,low,high,tenured,139,183316383.16,0.85,1.2
ADV0222,Advisor 0222,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,145,183090865.17,1.15,0.9
ADV0185,Advisor 0185,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,141,182529921.85,1.0,1.0
ADV0829,Advisor 0829,independent_broker_dealer,active_trader,Active Trader,high,high,low,tenured,161,182508569.91,1.25,1.15
ADV0913,Advisor 0913,regional_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,151,182336865.5,1.05,0.95
ADV0568,Advisor 0568,regional_broker_dealer,active_trader,Active Trader,high,high,low,established,177,180893236.83,1.25,1.15
ADV0366,Advisor 0366,insurance_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,225,180683056.1,1.15,0.9
ADV0495,Advisor 0495,ria,active_trader,Active Trader,high,high,low,established,119,180348947.37,1.25,1.15
ADV0414,Advisor 0414,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,established,147,179543541.25,0.85,1.2
ADV0979,Advisor 0979,private_bank,conservative_income,Conservative Income,low,low,high,established,90,178694800.62,0.85,1.2
ADV0397,Advisor 0397,regional_broker_dealer,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,141,178102810.61,1.05,0.95
ADV0071,Advisor 0071,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,152,176356049.25,0.95,1.05
ADV0731,Advisor 0731,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,152,176034795.69,1.15,0.9
ADV0715,Advisor 0715,ria,balanced_planner,Balanced Planner,medium,low,high,established,139,175401426.23,1.0,1.0
ADV0197,Advisor 0197,ria,balanced_planner,Balanced Planner,medium,low,high,emerging,105,174333445.47,1.0,1.0
ADV0835,Advisor 0835,wirehouse,conservative_income,Conservative Income,low,low,high,established,115,173776458.64,0.85,1.2
ADV0077,Advisor 0077,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,180,173679703.72,1.0,1.0
ADV0311,Advisor 0311,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,114,173035130.61,0.95,1.05
ADV0156,Advisor 0156,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,152,172909914.77,1.0,1.0
ADV0690,Advisor 0690,independent_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,150,172877265.55,0.95,1.05
ADV0945,Advisor 0945,regional_broker_dealer,conservative_income,Conservative Income,low,low,high,established,169,172643553.74,0.85,1.2
ADV0472,Advisor 0472,regional_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,169,172572354.16,0.95,1.05
ADV0328,Advisor 0328,wirehouse,balanced_planner,Balanced Planner,medium,low,high,emerging,99,171831230.19,1.0,1.0
ADV0689,Advisor 0689,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,146,171571292.41,0.85,1.2
ADV0761,Advisor 0761,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,124,171527313.96,1.15,0.9
ADV0550,Advisor 0550,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,168,171311017.23,1.0,1.0
ADV0408,Advisor 0408,regional_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,191,171202890.87,1.0,1.0
ADV0069,Advisor 0069,insurance_broker_dealer,conservative_income,Conservative Income,low,low,high,established,195,171016622.59,0.85,1.2
ADV0831,Advisor 0831,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,established,138,170974000.11,1.15,0.9
ADV0114,Advisor 0114,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,135,170753314.99,1.0,1.0
ADV0621,Advisor 0621,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,145,170574114.47,1.0,1.0
ADV0572,Advisor 0572,ria,balanced_planner,Balanced Planner,medium,low,high,tenured,144,169362964.06,1.0,1.0
ADV0777,Advisor 0777,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,165,169228932.72,1.15,0.9
ADV0448,Advisor 0448,insurance_broker_dealer,active_trader,Active Trader,high,high,low,tenured,187,169196446.37,1.25,1.15
ADV0823,Advisor 0823,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,157,168809225.1,1.15,0.9
ADV0778,Advisor 0778,ria,alternative_specialist,Alternative Specialist,medium_high,medium,medium,established,117,167709387.39,1.05,0.95
ADV0547,Advisor 0547,ria,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,121,167394597.93,1.15,0.9
ADV0121,Advisor 0121,independent_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,established,145,166414606.36,1.15,0.9
ADV0815,Advisor 0815,regional_broker_dealer,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,169,166081321.23,0.95,1.05
ADV0477,Advisor 0477,independent_broker_dealer,active_trader,Active Trader,high,high,low,tenured,158,165569585.03,1.25,1.15
ADV0643,Advisor 0643,ria,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,tenured,125,165210482.26,0.95,1.05
ADV0436,Advisor 0436,independent_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,tenured,160,165037801.96,1.0,1.0
ADV0400,Advisor 0400,ria,balanced_planner,Balanced Planner,medium,low,high,established,126,164682477.87,1.0,1.0
ADV0132,Advisor 0132,ria,active_trader,Active Trader,high,high,low,tenured,145,164677382.77,1.25,1.15
ADV0060,Advisor 0060,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,150,164233050.14,0.85,1.2
ADV0151,Advisor 0151,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,107,164183132.11,0.95,1.05
ADV0729,Advisor 0729,independent_broker_dealer,conservative_income,Conservative Income,low,low,high,tenured,139,162165818.05,0.85,1.2
ADV0192,Advisor 0192,insurance_broker_dealer,balanced_planner,Balanced Planner,medium,low,high,established,164,161907332.35,1.0,1.0
ADV0580,Advisor 0580,regional_broker_dealer,growth_allocator,Growth Allocator,medium_high,medium,medium,tenured,174,161382179.72,1.15,0.9
ADV0027,Advisor 0027,wirehouse,fixed_income_specialist,Fixed Income Specialist,low_medium,medium,high,established,111,160892604.98,0.95,1.05
ADV0746,Advisor 0746,private_bank,growth_allocator,Growth Allocator,medium_high,medium,medium,emerging,67,160517927.56,1.15,0.9
